Nome,CPF,E-mail,Data,Hostname,IP,Browser,Endereço,Cartão de crédito,Vencimento
Calebe Monteiro,140.925.683-98,calebe82@campos.org,2021-03-20T06:36:42,desktop-24.alves.com,162.49.32.164,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/34.0.885.0 Safari/533.2","Setor de Fogaça
Milionario
14630404 Cardoso do Amparo / RS","VISA 19 digit
Nina da Mota
4773239430509822102 06/24
CVC: 988
",04/25
Francisco Aragão,869.415.702-02,vianaotavio@bol.com.br,2021-02-02T06:59:16,email-41.silva.br,172.154.4.199,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_9) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/15.0.895.0 Safari/535.1","Residencial Barbosa, 452
Dom Bosco
19648-511 Castro da Praia / DF","VISA 16 digit
Theo Costa
4904933166019530 04/30
CVC: 374
",04/30
Diogo Caldeira,602.319.854-60,lara25@ig.com.br,2021-02-02T18:24:45,desktop-25.fogaca.com,24.6.159.50,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/59.0.800.0 Safari/534.2","Via Duarte, 48
São Pedro
42856467 Freitas / PA","Diners Club / Carte Blanche
Diogo Rezende
30011738826487 09/27
CVC: 695
",02/28
Alícia Sales,173.589.260-21,maria-fernandamonteiro@teixeira.com,2021-03-26T09:23:18,web-86.moraes.br,214.158.89.186,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/46.0.819.0 Safari/531.1","Condomínio Nina Silva
Santa Maria
46813559 Barros da Serra / RJ","JCB 16 digit
Ana Beatriz Pereira
3544423154061510 09/24
CVC: 756
",01/30
Alexia da Cunha,962.710.834-04,heloisarezende@pires.br,2021-03-18T15:47:43,db-31.freitas.br,160.61.250.149,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_3) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/44.0.800.0 Safari/536.1","Viela de Ramos, 10
Anchieta
01238-152 Moraes / SE","JCB 16 digit
Arthur Castro
3578342391538677 12/30
CVC: 159
",11/27
Pedro Costela,908.271.465-58,francisco62@hotmail.com,2021-04-17T17:11:23,web-71.alves.br,51.70.173.150,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/47.0.837.0 Safari/532.0","Jardim de Cavalcanti, 3
Marajó
44151698 Moraes das Pedras / RS","JCB 16 digit
Caroline Lima
3587156202362161 06/26
CVC: 937
",05/29
Dr. Isaac Farias,129.356.804-05,da-conceicaolorena@uol.com.br,2021-01-27T14:47:52,srv-68.porto.br,21.102.97.11,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/57.0.849.0 Safari/534.2","Vereda de Rodrigues, 73
São João
72104342 Carvalho / MG","JCB 16 digit
Marcelo Barros
3500368686398850 11/30
CVC: 710
",04/26
Rebeca Rocha,459.781.260-11,ilima@da.net,2021-04-21T07:02:55,web-68.gomes.com,214.92.240.28,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 5_3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/41.0.845.0 Safari/533.1","Distrito Ana Clara Mendes, 9
Ouro Preto
55580275 Rezende / MT","American Express
Pietro Moraes
341621242108398 03/22
CID: 0239
",11/24
João Pinto,263.805.917-02,agathacampos@moura.com,2021-03-13T07:34:27,srv-68.santos.net,107.68.183.121,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/31.0.830.0 Safari/534.1","Condomínio de Sales, 530
Jaraguá
81171544 Aragão das Pedras / RN","JCB 16 digit
Felipe Barbosa
3578643946141630 09/30
CVC: 722
",04/22
Sra. Laís Mendes,128.047.369-03,evelyn32@da.br,2021-07-31T10:03:40,srv-58.da.net,161.212.170.146,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.868.0 Safari/535.1","Esplanada Henrique Azevedo, 8
Santa Tereza
87725683 Moraes / MT","JCB 16 digit
Luiz Gustavo Correia
3538697380809697 11/22
CVC: 505
",08/29
Sarah da Rosa,154.072.396-80,pedro92@bol.com.br,2021-05-09T11:03:32,db-86.teixeira.com,120.206.205.70,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 10_8) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/16.0.892.0 Safari/536.0","Morro Ana Beatriz Castro, 41
Maria Helena
04464773 Fernandes / MS","JCB 16 digit
Pietra Vieira
3559430916162132 05/23
CVC: 405
",11/26
Larissa da Paz,729.863.450-00,gcunha@costa.net,2021-04-14T04:23:05,srv-92.costa.br,126.55.177.221,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/45.0.832.0 Mobile/71B324 Safari/532.0","Travessa de Oliveira, 43
Pousada Santo Antonio
29508140 Moura do Norte / AC","VISA 19 digit
Ana Vitória Lopes
4967102945329326747 01/23
CVC: 880
",07/28
Isis Caldeira,368.754.102-90,mariagomes@rezende.com,2021-07-07T20:20:07,lt-78.cunha.br,178.57.193.175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 6_1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.825.0 Safari/534.1","Viaduto Pinto, 66
Paulo Vi
97273-869 Costela de Rocha / PA","Discover
Erick da Paz
6011354596853429 02/24
CVC: 461
",10/29
Maria Alice Jesus,061.749.825-30,ana-carolina19@dias.br,2021-01-10T02:54:55,srv-34.costela.com,200.123.198.153,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 7_9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/35.0.860.0 Safari/533.1","Fazenda Silva, 60
Vila Suzana Primeira Seção
78306-858 da Mata da Praia / DF","JCB 16 digit
Ian Nogueira
3579258424840378 06/24
CVC: 814
",04/31
Luana Almeida,594.237.816-91,oliveiraemilly@rezende.br,2021-03-25T06:31:33,srv-07.pires.br,39.14.9.211,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/62.0.880.0 Mobile/28K553 Safari/536.2","Viaduto João Miguel Silveira, 192
Liberdade
70451-722 Cavalcanti de Almeida / RJ","Discover
Rebeca Caldeira
6011503877350287 10/26
CVC: 778
",03/27
Dra. Nicole Cunha,109.326.854-98,da-costabenicio@da.br,2021-06-13T03:51:58,web-06.sales.org,40.196.41.223,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/47.0.818.0 Mobile/95E193 Safari/534.1","Fazenda Cecília Pereira, 586
Aarão Reis
29983945 Viana de Nunes / GO","JCB 15 digit
Isabella Campos
213172939116547 05/27
CVC: 899
",08/27
Francisco da Mata,831.902.465-05,prodrigues@porto.br,2021-03-03T19:03:36,email-57.lima.com,82.135.212.200,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.861.0 Safari/535.2","Praça Valentina Cavalcanti, 24
Bacurau
08190-123 da Mata / MS","JCB 15 digit
Marcos Vinicius Costa
213166279769220 11/21
CVC: 585
",05/27
Theo da Paz,682.704.531-53,jviana@gmail.com,2021-06-19T23:03:58,srv-98.fogaca.org,25.153.153.199,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/61.0.849.0 Safari/531.2","Viaduto Yago da Luz, 52
Barreiro
57496374 Castro / GO","JCB 16 digit
Ana Carolina da Conceição
3502722498875059 08/27
CVC: 005
",02/23
Eloah Santos,106.839.475-75,rezendenathan@uol.com.br,2021-06-09T03:19:24,web-11.da.com,129.231.106.147,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/26.0.894.0 Safari/533.1","Passarela de Costa, 91
Leonina
68085-317 Aragão / RJ","JCB 15 digit
Eduarda da Mata
180077300953635 07/25
CVC: 726
",01/27
Sra. Gabrielly da Mota,306.748.219-04,jesusisaac@uol.com.br,2021-04-27T15:06:11,desktop-54.silva.net,100.215.1.69,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/43.0.823.0 Safari/536.2","Aeroporto Campos, 41
Vila Esplanada
40540-942 da Cunha de Barros / SE","VISA 13 digit
Alana Rezende
4707382344220 03/23
CVC: 317
",03/22
Bernardo Alves,632.894.501-98,maria-juliamendes@da.net,2021-04-08T01:59:39,web-31.duarte.com,6.227.141.106,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_6) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/34.0.859.0 Safari/531.0","Aeroporto Peixoto, 48
Granja De Freitas
49010732 Barros / PR","JCB 16 digit
Vitor Monteiro
3581229740278128 08/24
CVC: 571
",09/27
Daniel Nunes,693.451.082-89,barbara38@viana.net,2021-08-02T06:12:12,desktop-93.teixeira.net,197.184.239.181,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/19.0.884.0 Safari/535.1","Condomínio Araújo, 31
Vila Ipiranga
09449-980 Cardoso / AM","VISA 16 digit
Francisco Farias
4002644385933580 03/22
CVC: 856
",12/24
Luna Dias,362.015.794-43,mendesgabriel@bol.com.br,2021-04-27T19:10:45,web-28.da.com,187.49.104.249,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/25.0.801.0 Mobile/25C594 Safari/532.1","Vale de Teixeira, 38
Santa Cecilia
56544-654 Cavalcanti Verde / BA","VISA 13 digit
Benjamin Lopes
4698752004843 11/29
CVC: 615
",04/25
Marcos Vinicius Ribeiro,523.917.046-07,antonio99@bol.com.br,2021-08-12T06:41:07,laptop-64.goncalves.com,206.246.77.19,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/24.0.852.0 Mobile/85C086 Safari/533.1","Travessa de Pires, 30
Bonfim
59045-084 Gonçalves / BA","American Express
Luiz Miguel da Conceição
348451592221127 09/30
CID: 5441
",04/26
Benjamin Barbosa,364.857.901-01,agathada-cunha@caldeira.com,2021-06-22T06:20:30,lt-28.barros.org,97.131.66.233,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/24.0.828.0 Safari/532.0","Estação Luiz Felipe Barbosa, 82
Ipiranga
80662629 Souza / AL","VISA 19 digit
Laura Correia
4330993648157802887 05/26
CVC: 290
",12/24
Giovanna Silveira,071.846.935-66,silvamaria-fernanda@bol.com.br,2021-04-19T21:58:01,desktop-85.lopes.org,6.36.26.5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/63.0.881.0 Safari/532.1","Trevo Gabriela Lima
Dona Clara
05728477 Novaes / MT","VISA 19 digit
Pedro Miguel Costa
4698397633944107966 08/22
CVC: 355
",06/22
Giovanna Azevedo,809.425.316-98,lucasazevedo@cardoso.br,2021-05-21T16:12:38,srv-82.souza.com,217.142.166.196,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.877.0 Safari/535.0","Recanto de Lopes, 84
Paraíso
24520511 Cardoso do Oeste / MS","JCB 16 digit
Helena Nascimento
3560335562997649 10/25
CVC: 226
",06/27
Isis Cardoso,317.082.549-60,davi-lucasfarias@ig.com.br,2021-04-02T06:02:01,srv-13.rocha.org,128.205.62.1,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/39.0.896.0 Safari/534.2","Chácara Larissa Pereira, 20
Savassi
41453482 Pinto da Serra / AP","VISA 16 digit
Ana Beatriz da Cruz
4367613156061540 11/27
CVC: 317
",05/29
Lavínia Almeida,834.901.275-79,paulomoraes@costa.com,2021-04-29T13:52:53,lt-67.pires.com,187.214.76.146,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/45.0.845.0 Safari/536.2","Quadra Amanda Carvalho, 92
Itatiaia
80256-765 Fernandes / AP","JCB 15 digit
Gustavo Henrique da Mota
213143370694193 07/24
CVC: 807
",06/26
Luiz Gustavo Teixeira,106.524.789-30,arthur60@ig.com.br,2021-07-04T06:27:11,laptop-94.monteiro.net,109.173.180.227,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/58.0.812.0 Safari/534.0","Distrito de Teixeira, 72
Jaraguá
73590430 da Paz / RN","Discover
Noah Costa
6536538908594343 07/28
CVC: 822
",01/25
Gustavo Henrique Lima,601.298.453-70,enzo-gabrielteixeira@bol.com.br,2021-01-18T16:21:53,email-10.sales.br,88.200.66.164,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/25.0.899.0 Mobile/72K921 Safari/534.1","Lago João Felipe Ribeiro
Solimoes
41201320 Jesus de Jesus / RN","JCB 15 digit
Miguel Dias
180022795223193 02/29
CVC: 792
",02/28
Dr. Kaique da Rosa,170.456.839-01,trocha@ig.com.br,2021-07-11T08:03:50,laptop-77.gomes.com,37.10.101.119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_9) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/533.2","Loteamento de Nunes
Jaqueline
94089-394 Cardoso Grande / BA","VISA 16 digit
Luiza Lopes
4732294307746913 03/24
CVC: 513
",09/24
Enzo Gabriel Oliveira,841.907.236-22,tcorreia@bol.com.br,2021-03-22T11:15:03,lt-58.da.br,122.55.220.220,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/22.0.824.0 Safari/531.0","Alameda Amanda Barros, 11
Mangueiras
61708245 da Cruz / SC","American Express
João Gabriel Cunha
372735275866698 11/26
CID: 9459
",07/29
Maria Sophia Costela,719.028.436-22,thiago94@rezende.org,2021-05-25T09:13:36,db-18.azevedo.com,80.32.45.127,"Mozilla/5.0 (Windows CE) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/63.0.858.0 Safari/536.2","Vale Pereira, 57
Pirineus
72705663 da Costa do Amparo / AM","VISA 16 digit
Vitor Moura
4488536794168845 04/30
CVC: 346
",10/22
Larissa Ribeiro,936.715.084-93,pereiramaria-julia@pinto.br,2021-08-14T23:42:19,db-55.castro.org,96.108.136.196,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/36.0.812.0 Safari/532.1","Rodovia Ana Clara Jesus, 1
Boa Vista
91522365 Barros do Galho / CE","Maestro
Elisa Sales
573522521950 07/29
CVV: 342
",10/25
Nathan da Rocha,457.832.169-09,camila20@pinto.com,2021-03-21T12:25:35,lt-79.duarte.com,106.80.2.70,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/55.0.892.0 Safari/533.2","Morro de Cardoso, 682
Vila Real 2ª Seção
48355808 Souza / RN","VISA 19 digit
Rafael Barbosa
4078577323969735365 12/22
CVC: 445
",02/31
Sra. Gabriela Silva,390.254.876-29,duarteluiz-otavio@moura.com,2021-03-09T18:01:02,desktop-02.barros.com,206.89.97.218,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/57.0.865.0 Safari/533.2","Praça da Cruz, 68
Vila Nova Gameleira 1ª Seção
72629848 Rodrigues da Praia / DF","Mastercard
Maitê Silveira
2250482618316874 10/22
CVV: 522
",10/21
Miguel Cavalcanti,517.284.093-14,isaacda-conceicao@gmail.com,2021-02-07T04:00:00,desktop-55.rodrigues.com,150.137.174.125,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 5_9) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/62.0.869.0 Safari/533.2","Rua Clarice Gonçalves, 25
Belvedere
72240420 Caldeira / TO","JCB 15 digit
Maria Luiza Cardoso
180012765139149 03/26
CVC: 750
",01/28
Leonardo da Cruz,635.917.204-61,jfarias@nogueira.br,2021-02-10T00:58:51,web-03.farias.br,140.113.80.196,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/14.0.865.0 Safari/536.1","Conjunto Freitas
Teixeira Dias
53585503 Moreira / RR","American Express
Davi Araújo
342368466731302 04/22
CID: 7204
",10/30
Cecília Castro,148.073.925-14,elisafarias@caldeira.com,2021-03-14T11:02:48,email-29.da.br,218.13.174.79,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/23.0.873.0 Safari/531.0","Ladeira de Moreira, 21
Xangri-Lá
49139-745 Costa / CE","Maestro
Ana Julia Vieira
502057621406 10/25
CVV: 941
",02/23
Diogo Carvalho,361.470.985-00,gabriellyda-mata@uol.com.br,2021-05-30T20:11:48,email-38.correia.br,42.242.240.161,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/23.0.800.0 Safari/532.2","Lago Fernando Pires, 92
Boa Viagem
63139228 Lima / PE","VISA 13 digit
Maria Cecília Farias
4135282639475 05/27
CVC: 293
",12/27
Sr. João Miguel Cavalcanti,269.738.154-64,cunhacaue@uol.com.br,2021-03-13T06:03:31,web-06.sales.org,6.45.119.245,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 6_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/19.0.890.0 Safari/532.1","Pátio de Nogueira, 1
Pompéia
85115254 Cardoso Alegre / TO","JCB 16 digit
Gabriela Castro
3549774190819740 04/28
CVC: 680
",09/23
Vitória Pinto,358.427.190-88,diasana-sophia@castro.br,2021-05-25T12:43:16,lt-87.pinto.br,173.177.224.235,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/61.0.810.0 Safari/536.2","Núcleo Daniela Porto, 27
Universitário
00716-937 Peixoto de Farias / MT","VISA 16 digit
Cauã da Rocha
4038061980342240 12/27
CVC: 237
",05/22
Gabriela Barbosa,567.829.304-47,ccastro@viana.br,2021-05-02T04:06:41,srv-01.viana.br,102.110.63.238,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/20.0.845.0 Safari/536.2","Feira de Rezende, 51
Vila São Francisco
24293-805 Ferreira de Minas / MG","JCB 16 digit
Julia Porto
3577484431356222 10/22
CVC: 964
",02/27
Heitor Mendes,389.702.546-92,nogueiraluiz-miguel@gmail.com,2021-02-02T03:59:04,srv-20.fogaca.com,212.249.29.165,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/50.0.886.0 Safari/533.0","Lagoa Vieira, 23
Dom Cabral
05250995 Farias de Minas / AP","VISA 13 digit
Nina Ramos
4945243172493 01/24
CVC: 625
",11/22
Vitória Sales,301.742.958-04,gomesemanuella@yahoo.com.br,2021-04-08T02:44:02,desktop-65.da.com,222.145.241.115,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/16.0.807.0 Safari/536.2","Distrito Sofia Nunes, 216
Vila Mantiqueira
25952-264 Martins / BA","Discover
Lucas Melo
6011876996824147 09/28
CVC: 237
",05/22
Maria Clara Rodrigues,913.578.024-04,npires@hotmail.com,2021-04-25T15:14:11,db-51.dias.br,4.181.160.142,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/19.0.802.0 Safari/535.2","Travessa Mirella Moreira, 96
Parque São José
66358-868 das Neves do Oeste / GO","VISA 19 digit
Theo Melo
4061195381022605007 02/24
CVC: 490
",05/30
Diego Souza,560.814.729-49,xmonteiro@da.br,2021-07-14T18:59:06,web-40.silveira.org,1.140.245.18,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 5_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/55.0.872.0 Safari/534.1","Sítio de Azevedo, 70
Bandeirantes
43099-345 Rocha de Barbosa / GO","JCB 16 digit
Carlos Eduardo Fernandes
3512355912610436 10/23
CVC: 960
",01/27
Sr. Marcos Vinicius Pinto,703.851.692-21,ana-vitorialopes@costa.com,2021-06-04T05:57:33,laptop-92.carvalho.org,118.78.20.99,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/38.0.881.0 Safari/536.0","Chácara da Cruz, 21
Vila Dos Anjos
34722607 da Luz / RJ","Discover
Brenda Freitas
6543890572972078 05/24
CVC: 637
",06/24
Davi Lucca Correia,534.829.167-64,lorenaalves@souza.com,2021-06-09T03:09:21,lt-86.nascimento.net,191.16.221.65,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.883.0 Safari/531.2","Morro de da Mata, 403
Horto Florestal
28128-246 Carvalho / DF","JCB 15 digit
Luiz Gustavo Farias
213143084348805 01/25
CVC: 264
",05/24
Benjamin das Neves,425.139.786-09,cardosoalexandre@uol.com.br,2021-05-12T14:23:11,desktop-41.peixoto.com,152.226.30.245,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/45.0.811.0 Mobile/86M261 Safari/534.0","Estação de Silva, 96
Pantanal
57712-518 Fogaça de Minas / RO","JCB 16 digit
Thales das Neves
3529697555442366 05/28
CVC: 990
",07/29
Maria Cecília Lima,546.390.271-25,vicentejesus@bol.com.br,2021-03-29T22:57:16,srv-21.jesus.net,106.244.242.248,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/17.0.866.0 Safari/536.2","Vereda Daniel Lopes, 70
Santa Monica
71441197 Vieira / RO","Maestro
Levi Pereira
574598879439 05/31
CVV: 612
",10/29
Luiz Miguel Gonçalves,568.917.023-21,luiz-felipepinto@teixeira.com,2021-01-15T13:30:39,db-53.ferreira.net,118.232.244.66,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 10_8) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/38.0.836.0 Safari/535.0","Pátio Luiz Miguel da Rosa, 99
Santa Rita De Cássia
56047-413 Rezende / PI","Mastercard
Gabrielly Martins
2259554421623638 03/23
CVV: 456
",03/24
Srta. Gabrielly Rocha,576.482.903-83,nathan74@ig.com.br,2021-03-27T07:51:52,srv-39.caldeira.net,55.15.232.25,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/20.0.887.0 Safari/532.1","Via Olivia Nogueira
Teixeira Dias
38838-825 da Costa / AC","Mastercard
Fernando Duarte
2382214519008487 01/31
CVV: 260
",07/25
Srta. Maria Eduarda Farias,234.598.760-00,erick32@rocha.net,2021-01-16T18:45:43,db-60.rezende.com,59.78.205.194,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 11_2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/59.0.887.0 Safari/535.0","Viela de Duarte, 40
Bonsucesso
74230101 Araújo / AC","Discover
Lorenzo das Neves
6589003145333753 01/25
CVC: 378
",11/25
Felipe Almeida,952.840.361-15,caldeirabianca@da.com,2021-07-01T05:47:45,db-74.viana.net,139.177.16.117,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/58.0.861.0 Safari/531.2","Parque de Moura, 9
Palmeiras
68764544 da Cunha / MG","VISA 13 digit
Bernardo Pereira
4690212354967 04/30
CVC: 204
",12/22
Srta. Laura da Rocha,829.607.541-58,enricoda-mota@pires.net,2021-02-18T01:31:13,lt-09.viana.net,132.6.122.149,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/42.0.863.0 Safari/532.2","Setor de Cardoso, 34
Savassi
49648498 Pinto de Alves / AL","Maestro
Samuel das Neves
675955527014 08/26
CVV: 552
",09/28
Mariana Mendes,593.024.617-34,oliveirabenicio@ig.com.br,2021-06-07T02:34:38,srv-17.farias.com,203.238.169.232,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/13.0.890.0 Mobile/40L211 Safari/533.1","Trevo de Sales, 23
Anchieta
80680414 Barbosa Alegre / PE","Discover
Pedro Henrique da Rosa
6554966890541294 02/24
CVC: 743
",09/23
Pedro Miguel Barros,824.530.967-29,da-cunhagabriela@hotmail.com,2021-02-17T05:38:24,desktop-11.castro.com,41.11.81.113,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/13.0.804.0 Mobile/73S615 Safari/532.2","Lago Sabrina da Luz, 4
Vila Jardim Montanhes
55121-192 Almeida dos Dourados / DF","VISA 13 digit
Maria Clara Viana
4217909301836 06/23
CVC: 913
",06/23
Luigi Freitas,019.824.537-88,pcorreia@uol.com.br,2021-03-15T04:56:35,desktop-85.goncalves.com,70.18.194.59,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 11_7) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.821.0 Safari/533.2","Largo de da Luz, 67
São Gabriel
82317-468 Pires de da Mota / PB","Diners Club / Carte Blanche
Bryan Carvalho
30561997862219 11/27
CVC: 721
",03/23
Enzo da Paz,486.729.310-50,zgomes@hotmail.com,2021-07-21T03:17:13,email-51.silveira.com,21.141.120.153,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/49.0.867.0 Safari/532.0","Colônia Barros, 141
Mala E Cuia
96375-036 Ferreira Alegre / MA","VISA 16 digit
Noah Rodrigues
4683147020218512 03/23
CVC: 077
",04/29
Noah Silveira,480.673.951-01,joaquim61@castro.br,2021-05-19T10:22:08,laptop-64.ferreira.br,115.126.52.21,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/62.0.813.0 Safari/535.1","Residencial de Melo, 96
Boa Esperança
97566710 Lima / MA","VISA 16 digit
Valentina Pinto
4437160487681774 03/31
CVC: 070
",11/30
Erick Fernandes,513.248.697-55,dda-conceicao@costa.br,2021-07-15T11:58:31,desktop-01.goncalves.org,151.35.98.21,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/17.0.842.0 Mobile/35W133 Safari/536.0","Recanto de Costela, 2
Acaiaca
00637949 Silva / RO","JCB 16 digit
Isadora Novaes
3540850079524855 03/29
CVC: 649
",05/26
Luigi Farias,782.503.649-29,gustavo-henrique28@uol.com.br,2021-04-24T03:58:53,srv-39.melo.br,84.119.160.85,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/43.0.832.0 Safari/536.0","Lagoa Maitê da Mota, 52
Barreiro
26345-401 Barbosa do Sul / MA","JCB 16 digit
Francisco Viana
3522340461537394 11/30
CVC: 000
",01/25
