Nome,CPF,E-mail,Data,Hostname,IP,Browser,Endereço,Cartão de crédito,Vencimento
Amanda Oliveira,910.752.684-94,da-rochafelipe@yahoo.com.br,2021-01-24T19:52:38,srv-47.da.br,4.36.95.108,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/17.0.880.0 Mobile/45L950 Safari/533.0","Jardim Isabelly Moreira, 89
Marieta 3ª Seção
89452674 Caldeira do Oeste / PE","VISA 16 digit
Marcela Rezende
4992525576281339 07/27
CVC: 049
",03/29
Enzo Moura,158.206.397-40,moreirajoao-felipe@pinto.net,2021-08-14T04:26:09,srv-01.martins.net,181.86.185.158,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/25.0.884.0 Safari/535.0","Largo de Moraes, 160
Monte Azul
85242297 Moreira / ES","VISA 13 digit
Eloah Souza
4069737057555 10/26
CVC: 780
",11/29
Sra. Isabel da Mota,124.856.097-30,castrobernardo@gmail.com,2021-08-04T02:16:39,web-71.araujo.com,96.87.154.205,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/51.0.866.0 Safari/536.0","Viaduto de Pinto, 858
Cônego Pinheiro 1ª Seção
62568725 Oliveira do Campo / GO","American Express
Valentina Costa
374283167000892 11/25
CID: 5454
",02/30
Sr. Matheus Araújo,635.074.892-10,yfogaca@bol.com.br,2021-01-14T07:16:40,desktop-75.dias.com,181.229.41.88,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/35.0.814.0 Safari/534.1","Ladeira de Araújo, 99
Vila Tirol
71086558 Gonçalves / AC","Discover
Ana Sophia da Cunha
6568021393680100 02/22
CVC: 631
",03/30
Beatriz Almeida,364.192.780-31,luiz-fernando71@sales.br,2021-02-26T14:33:19,srv-15.lopes.com,162.170.91.76,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 11_4) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/18.0.839.0 Safari/535.1","Esplanada de da Mata, 782
Vila Califórnia
53881-288 Nogueira da Praia / ES","VISA 16 digit
Fernanda da Paz
4024309782158355 02/26
CVC: 768
",06/25
Dr. Davi Nunes,167.942.853-55,mouraigor@ig.com.br,2021-03-27T13:24:45,laptop-52.lopes.com,158.134.89.204,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.854.0 Safari/536.1","Conjunto Mariana Caldeira, 9
Madre Gertrudes
64018019 Novaes / RO","VISA 13 digit
Francisco Barros
4820528533430 10/24
CVC: 403
",08/30
Matheus Aragão,209.463.187-78,wsales@uol.com.br,2021-01-31T12:00:54,email-49.novaes.net,216.244.221.71,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/15.0.820.0 Safari/536.0","Viaduto João Pedro Ferreira
Renascença
71531461 Ferreira / AC","American Express
Enzo Mendes
379083346764151 10/23
CID: 5020
",10/24
Rebeca Sales,102.574.936-70,pedro-lucasbarros@nogueira.com,2021-06-21T19:41:08,srv-60.castro.org,115.226.89.196,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/39.0.854.0 Safari/535.1","Área de Moraes, 489
Vila Fumec
35439416 Costela / RR","VISA 13 digit
Thomas da Costa
4774827163367 03/22
CVC: 517
",05/23
Juan Moura,012.856.947-67,ryanrodrigues@bol.com.br,2021-04-15T02:44:10,laptop-05.mendes.br,208.104.223.156,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.853.0 Safari/534.0","Praça Bruno da Luz, 15
Marieta 3ª Seção
14067-128 Ribeiro da Prata / ES","JCB 16 digit
Emanuella Costela
3574811437763899 02/28
CVC: 776
",08/28
Renan Ferreira,209.416.358-05,diasalice@ribeiro.org,2021-08-16T12:36:42,desktop-61.souza.com,95.177.160.102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/24.0.811.0 Safari/535.1","Praça Cardoso, 540
Mariano De Abreu
53945-542 Rezende / GO","Maestro
Cauê Souza
503832221025 07/31
CVV: 118
",10/28
Cauã Melo,902.451.368-51,barbosajoao-felipe@ig.com.br,2021-05-13T03:39:24,desktop-35.monteiro.br,23.157.231.105,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/55.0.845.0 Safari/533.0","Núcleo Vieira, 85
São Bento
40171682 da Cruz Grande / SP","JCB 16 digit
Bryan da Cruz
3551516475077279 12/22
CVC: 373
",08/21
Maysa Fernandes,278.594.306-65,davi-lucas07@yahoo.com.br,2021-06-16T09:40:26,db-39.sales.br,54.9.34.152,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/45.0.895.0 Safari/535.2","Condomínio Lima, 31
São Gabriel
12515675 Barros / PE","American Express
Sabrina Costa
372736482691531 08/26
CID: 3202
",08/29
Paulo Fernandes,862.930.157-03,das-nevescaua@yahoo.com.br,2021-05-07T13:34:24,srv-15.da.br,15.174.251.212,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 6_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/17.0.876.0 Safari/532.1","Alameda Ribeiro, 34
Independência
87810981 Jesus de Aragão / RO","Discover
Caio Fernandes
6549629762232883 05/24
CVC: 907
",01/28
Maria Luiza Lima,014.678.295-01,mfogaca@rezende.com,2021-06-05T14:10:07,desktop-33.costa.com,117.233.182.179,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/51.0.850.0 Safari/532.1","Distrito Anthony Gomes, 34
Tres Marias
06372-429 Porto de Minas / PA","VISA 13 digit
Ana Carolina da Rosa
4342174351348 11/25
CVC: 063
",04/24
Alexia Moreira,149.286.703-96,vieirastephany@cavalcanti.br,2021-07-28T03:08:27,srv-32.campos.br,205.86.153.44,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 9_2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/63.0.890.0 Safari/536.2","Largo de das Neves, 67
Independência
86883847 da Cruz / SP","VISA 13 digit
Noah Lima
4854399401559 09/26
CVC: 358
",05/28
Thales das Neves,759.043.861-84,vcampos@yahoo.com.br,2021-01-02T04:03:31,lt-27.santos.br,86.235.124.117,"Mozilla/5.0 (Windows 95) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/36.0.811.0 Safari/536.2","Rua de Nunes, 11
Vila Santa Monica 1ª Seção
12058-254 da Cunha / PE","American Express
Kevin da Cunha
341438652222365 08/21
CID: 4415
",03/26
Murilo Pires,675.083.491-48,maria-sophia05@gmail.com,2021-02-04T05:50:49,laptop-19.ferreira.net,153.58.209.136,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/15.0.892.0 Mobile/83D677 Safari/531.2","Residencial Correia, 29
Virgínia
03369-190 Costela Grande / MT","JCB 16 digit
Vitor Hugo Jesus
3516157317776200 08/25
CVC: 549
",07/26
Arthur Rezende,914.527.860-11,bryan94@yahoo.com.br,2021-02-09T13:36:39,web-46.da.com,147.176.93.18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 7_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/42.0.826.0 Safari/531.1","Parque de Cardoso, 57
Nova Gameleira
75717-607 Alves / AM","JCB 16 digit
Clarice Cavalcanti
3508219287341231 12/28
CVC: 313
",02/25
Ryan Viana,390.825.147-88,costeladaniel@gmail.com,2021-06-07T23:05:19,web-01.costela.com,113.61.250.197,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/37.0.895.0 Safari/536.0","Vale Campos, 75
Garças
59955426 Farias / PR","VISA 19 digit
Lorena Vieira
4928942898317029623 06/30
CVC: 272
",04/30
Isabella Fernandes,341.082.795-14,vda-cruz@gomes.net,2021-07-10T18:50:31,srv-67.correia.com,181.199.231.194,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/58.0.898.0 Safari/534.0","Vila de Rezende, 117
Vila Cemig
56269-903 Duarte de Minas / MA","American Express
Clarice Correia
377534911429978 06/28
CID: 3147
",04/27
Maria Cecília Caldeira,024.537.916-99,enzo-gabriel74@bol.com.br,2021-04-25T17:56:53,web-09.jesus.com,156.60.182.96,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/16.0.849.0 Safari/535.1","Rodovia Anthony Lopes, 78
Casa Branca
92643506 Novaes do Amparo / PI","Diners Club / Carte Blanche
Leandro Souza
30093234595568 12/22
CVC: 183
",12/25
Enzo Gabriel Ferreira,867.591.302-86,adas-neves@gmail.com,2021-07-31T23:30:39,lt-66.ribeiro.com,144.60.151.224,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.891.0 Safari/535.2","Setor Gabrielly Campos, 19
Monsenhor Messias
46635-273 Mendes / BA","JCB 15 digit
Luiz Gustavo Teixeira
213170180294179 07/29
CVC: 240
",11/30
Sr. Renan Teixeira,745.680.931-39,novaeskaique@gmail.com,2021-06-29T06:57:44,db-44.pereira.com,182.114.59.226,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/57.0.883.0 Safari/531.0","Morro de da Luz, 24
Vila São Dimas
53876926 da Cruz / MG","JCB 16 digit
Raul das Neves
3528251299222410 03/28
CVC: 918
",11/30
Clarice Gomes,042.167.859-30,enzo-gabriel23@silva.com,2021-03-02T03:18:09,srv-15.ribeiro.com,67.57.141.75,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/36.0.878.0 Safari/534.0","Largo Costela, 51
Savassi
28711845 Silva / AP","JCB 16 digit
Bryan Nogueira
3591434185540226 12/27
CVC: 515
",04/31
João Pedro Ferreira,492.651.708-67,stephanycardoso@uol.com.br,2021-03-08T10:17:45,db-86.ferreira.com,13.204.178.223,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.856.0 Safari/536.0","Recanto de Moreira
Vila Santo Antônio
92148-632 Dias / PB","American Express
Vitória Barros
341920700851725 05/24
CID: 0981
",08/28
Sophia Melo,207.468.513-08,halmeida@hotmail.com,2021-03-18T14:54:43,lt-93.viana.org,66.7.65.105,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/49.0.891.0 Mobile/08P751 Safari/532.2","Praça de da Mata
Ouro Preto
75124-251 Peixoto do Oeste / RO","VISA 16 digit
Lara Novaes
4073402335772945 02/23
CVC: 854
",09/28
Rodrigo Viana,243.807.951-79,rodrigo99@da.br,2021-04-03T16:08:35,db-69.da.com,9.55.208.221,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/43.0.871.0 Mobile/74I575 Safari/531.1","Avenida Davi Lucas Vieira, 20
Venda Nova
34036554 da Conceição das Pedras / DF","Maestro
Arthur das Neves
639055281245 11/28
CVV: 266
",06/26
Rafaela Santos,132.579.864-91,bribeiro@da.br,2021-03-25T18:46:34,lt-10.costa.br,76.59.32.153,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.860.0 Safari/535.0","Aeroporto Maysa Fogaça, 682
Itapoa
82718-699 da Luz de Goiás / TO","Mastercard
Luana Monteiro
2233314561962804 07/30
CVV: 576
",12/27
João Moreira,274.638.519-82,tcavalcanti@martins.com,2021-04-20T07:49:13,desktop-85.da.org,45.207.142.249,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/40.0.816.0 Safari/531.0","Residencial de Cardoso, 85
Belvedere
75577-545 Silveira da Praia / PR","JCB 16 digit
Ana Vitória Ferreira
3504036475056718 12/22
CVC: 526
",01/24
Manuela Cavalcanti,431.756.298-73,vitoralves@bol.com.br,2021-06-30T03:42:36,laptop-93.almeida.com,3.214.151.194,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/28.0.861.0 Safari/536.2","Estação Sophia da Paz, 297
Vila Paraíso
98135-037 Lima Alegre / CE","Diners Club / Carte Blanche
Leonardo Dias
30213732172450 03/31
CVC: 985
",01/24
Lorena Lima,728.043.196-87,vda-paz@uol.com.br,2021-07-25T12:52:23,lt-86.moura.org,36.181.215.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 11_6) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/23.0.844.0 Safari/531.1","Recanto Benjamin Oliveira, 46
Itapoa
76205-217 Moraes de Minas / PR","VISA 16 digit
Vitor Gabriel das Neves
4943604099949092 11/24
CVC: 094
",01/26
Cauê Rezende,340.682.715-26,bryan41@uol.com.br,2021-06-28T17:18:12,email-64.dias.com,87.134.71.116,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/49.0.816.0 Mobile/33L008 Safari/531.1","Residencial Davi Luiz Duarte
Jaqueline
21428-110 Costa de Fogaça / PR","Discover
Alice da Cunha
6011081306495114 04/28
CVC: 803
",07/27
Maria Sophia Ferreira,180.673.594-66,silvavinicius@caldeira.net,2021-02-05T05:18:28,desktop-38.moreira.com,166.117.103.115,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/25.0.899.0 Mobile/80Z415 Safari/536.2","Campo da Mota, 12
Conjunto Bonsucesso
68218-575 Gonçalves Paulista / SE","VISA 16 digit
João Guilherme Carvalho
4693879499449057 07/28
CVC: 311
",11/29
João Pedro Azevedo,461.758.290-85,ypinto@araujo.com,2021-06-14T11:47:15,db-00.pires.br,96.67.127.134,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 8_9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/31.0.828.0 Safari/533.1","Área de Costela
Ademar Maldonado
17867-476 Ferreira / BA","Maestro
João Gabriel Costa
060452641610 01/22
CVV: 838
",02/24
Srta. Clarice Porto,908.243.156-42,ferreiraotavio@moura.br,2021-05-29T12:52:02,laptop-66.da.br,194.199.207.28,"Mozilla/5.0 (Windows 98) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/33.0.871.0 Safari/536.2","Praça Novaes
Palmares
90379903 Farias de Melo / RJ","JCB 15 digit
Leonardo Porto
213192484320781 10/28
CVC: 387
",07/23
Gabrielly Barbosa,160.397.845-39,gabriela58@ig.com.br,2021-03-12T22:12:41,laptop-72.gomes.br,3.201.168.183,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/42.0.872.0 Safari/533.2","Passarela Miguel Lima, 93
Vila Batik
31167884 Dias de Alves / PB","VISA 16 digit
Gabriela Rodrigues
4074352610622456 05/22
CVC: 099
",07/30
Laís Fogaça,460.238.195-24,noah33@uol.com.br,2021-01-11T23:22:48,srv-53.ribeiro.com,20.115.125.86,"Mozilla/5.0 (Windows CE) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/48.0.869.0 Safari/536.2","Rua de Carvalho, 9
Ápia
91879953 das Neves / MT","VISA 13 digit
Alice Campos
4718279803483 06/23
CVC: 490
",02/28
Maria Luiza Costa,714.682.530-26,lucas-gabrielribeiro@fogaca.br,2021-07-10T05:17:38,desktop-82.da.br,169.75.142.183,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_7) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/43.0.858.0 Safari/532.0","Via Nicolas Pires
Ademar Maldonado
54340958 Costela de Silveira / CE","JCB 16 digit
Pietro Castro
3573859991077611 12/26
CVC: 382
",05/31
Anthony Moura,289.730.516-95,costaana@vieira.br,2021-08-14T07:33:50,laptop-11.correia.br,58.86.11.174,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/21.0.822.0 Safari/535.1","Campo Costa, 457
Engenho Nogueira
54716654 Silva / BA","Mastercard
André Sales
2705975679171915 12/28
CVV: 754
",08/22
Yasmin Nogueira,794.386.205-83,da-pazbruno@ig.com.br,2021-02-06T13:15:00,db-29.ribeiro.org,53.44.13.245,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/62.0.807.0 Mobile/64B453 Safari/536.0","Viaduto Gomes, 43
Delta
40671-569 Ferreira dos Dourados / AL","American Express
Rodrigo Santos
345734720258100 10/25
CID: 1316
",04/26
Ana Lívia Cavalcanti,810.962.347-69,enricomendes@uol.com.br,2021-04-29T17:06:03,db-58.dias.net,196.83.234.226,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/45.0.821.0 Mobile/95K230 Safari/535.0","Alameda Enzo Gabriel Melo, 74
Inconfidência
22296531 Pereira Verde / MA","Maestro
Maria Alves
676263214113 03/22
CVV: 979
",12/23
Maria Julia Martins,451.860.327-35,renan78@da.com,2021-01-20T09:38:19,laptop-22.lopes.br,148.81.165.69,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/53.0.850.0 Safari/531.2","Trecho Costela, 4
Prado
53763649 Dias de Martins / AP","Discover
Davi Luiz Monteiro
6011470893149095 07/22
CVC: 660
",08/30
Srta. Elisa Melo,286.749.510-58,erick78@santos.com,2021-04-29T22:56:59,laptop-53.alves.br,138.228.212.143,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.808.0 Safari/535.2","Alameda Luigi das Neves, 68
Dom Cabral
20460-724 Lima / MS","VISA 13 digit
Alice Porto
4141161692296 07/22
CVC: 372
",03/27
Emanuel Araújo,486.153.920-05,felipelima@hotmail.com,2021-04-29T19:08:27,email-65.campos.net,64.230.112.81,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/50.0.888.0 Safari/531.1","Rua de Nascimento, 47
Serrano
40332336 Castro de da Conceição / BA","Discover
Luigi Ribeiro
6571632940100049 09/29
CVC: 432
",03/26
Alexandre Alves,240.139.685-33,almeidacaue@bol.com.br,2021-06-25T21:35:28,db-54.alves.br,166.73.185.125,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/39.0.873.0 Safari/532.0","Praça de Rezende
Santa Amelia
15551-241 Novaes / SC","Mastercard
Ian Moura
2237300532516569 12/22
CVV: 830
",02/26
Stephany Cardoso,648.207.139-22,rodriguesfernanda@bol.com.br,2021-08-01T18:32:01,srv-56.rezende.com,132.146.8.249,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/24.0.857.0 Mobile/42Z847 Safari/536.0","Passarela da Mata, 2
Savassi
32088917 Mendes do Campo / DF","Discover
Pedro Henrique Barbosa
6011778233338289 02/29
CVC: 348
",08/28
Bruna Nogueira,937.205.184-50,maria-cecilia06@ig.com.br,2021-01-18T17:29:52,web-45.teixeira.br,189.12.231.97,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/30.0.855.0 Safari/534.0","Área Cardoso, 65
Santa Sofia
45513903 Silva / PI","VISA 16 digit
Yasmin Mendes
4335539453228079 04/30
CVC: 804
",10/21
Dr. Otávio Moreira,824.691.530-42,thomas63@cardoso.br,2021-02-18T00:51:26,srv-81.martins.br,103.164.222.228,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/22.0.808.0 Mobile/72F108 Safari/533.2","Conjunto de Santos, 83
Serra
73267244 Silva da Praia / SE","VISA 19 digit
Pedro Cardoso
4977272680849404160 11/24
CVC: 652
",05/24
João Pedro Cardoso,938.120.476-40,rebeca86@bol.com.br,2021-01-28T06:29:52,db-73.monteiro.com,23.48.121.51,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/40.0.883.0 Safari/532.1","Praia Matheus Correia, 88
Maravilha
94578-358 Oliveira / MT","VISA 16 digit
Bianca Araújo
4130143877322985 10/25
CVC: 757
",12/21
Benício Nunes,387.914.605-57,beatrizmoura@ig.com.br,2021-05-11T23:08:58,db-78.pinto.com,10.108.87.110,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/48.0.857.0 Safari/534.2","Parque Daniel da Mata
Aparecida
22699682 Azevedo dos Dourados / SC","VISA 19 digit
Fernanda Pereira
4598277829998494295 07/22
CVC: 218
",05/27
Sr. Raul da Paz,173.259.840-14,bgomes@lopes.net,2021-06-13T01:30:31,web-64.jesus.com,168.82.156.137,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/52.0.843.0 Safari/532.2","Fazenda Fernando Cardoso
Inconfidência
39870190 Rocha / GO","VISA 16 digit
Francisco Costela
4761858643046909 07/28
CVC: 256
",08/25
Mirella Barbosa,402.869.573-29,mariagoncalves@yahoo.com.br,2021-07-22T23:09:44,laptop-95.souza.br,99.242.162.169,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.888.0 Safari/533.1","Trecho de Peixoto, 9
Prado
35131704 Lima / DF","VISA 16 digit
Yasmin Cardoso
4693445283906742 02/26
CVC: 941
",01/22
Dr. Isaac Lima,356.497.018-57,theofarias@gmail.com,2021-04-29T13:45:14,db-51.silveira.com,121.72.185.64,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/29.0.827.0 Safari/533.0","Setor de Alves, 2
Vila Formosa
42890849 da Cruz / RS","VISA 13 digit
Catarina Novaes
4633435080597 05/22
CVC: 389
",12/28
Ana Júlia Silva,964.715.038-57,alicia08@ferreira.com,2021-01-27T18:29:09,web-13.ferreira.br,10.216.56.205,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/18.0.862.0 Safari/536.1","Favela de Moreira, 83
Biquinhas
75441728 Oliveira das Pedras / PE","VISA 16 digit
Evelyn Novaes
4030858620955069 06/30
CVC: 637
",12/21
Eduarda Dias,861.394.705-01,alexandrecaldeira@ig.com.br,2021-06-11T01:03:10,email-50.ramos.br,83.48.88.102,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/44.0.803.0 Safari/535.0","Núcleo de Moraes
Nossa Senhora Do Rosário
80227-178 Rodrigues / AM","JCB 16 digit
Isabelly Caldeira
3500946566264969 04/22
CVC: 174
",06/25
Thiago Costa,213.094.865-06,yasmin04@ig.com.br,2021-03-11T05:11:55,lt-30.aragao.net,61.19.125.170,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.855.0 Safari/535.1","Lago de Farias, 41
Confisco
85760938 Rodrigues / RJ","JCB 16 digit
Yago Moraes
3534064328183897 03/22
CVC: 610
",08/25
Eduarda da Mota,489.326.571-73,pedro-lucas84@uol.com.br,2021-07-26T06:50:59,desktop-70.vieira.br,124.130.183.59,"Mozilla/5.0 (Linux; Android 2.3.6) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/29.0.884.0 Safari/531.1","Loteamento Costa, 2
Vitoria
85511-027 Lima / SC","Discover
Bruna Lopes
6011305691047739 08/23
CVC: 107
",08/28
Yuri Rodrigues,581.264.370-90,ribeirolais@ferreira.com,2021-01-18T04:09:07,lt-61.nascimento.com,133.140.94.38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/25.0.801.0 Safari/531.2","Conjunto Castro
Vila Santo Antônio
50800-418 das Neves de Cavalcanti / PE","Discover
Beatriz Martins
6011895235752034 07/29
CVC: 656
",03/23
Sofia Dias,516.397.804-75,barbosapietra@caldeira.com,2021-02-19T19:50:24,lt-85.barbosa.br,196.216.9.186,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/48.0.898.0 Safari/531.2","Recanto de Ribeiro, 96
Santa Cruz
63277-806 Azevedo / RO","American Express
Lucas Gabriel Costela
372915512007245 09/22
CID: 5148
",10/28
João Vitor Almeida,317.864.905-01,luiz-otaviopeixoto@moraes.com,2021-08-08T09:20:09,desktop-15.ribeiro.com,190.150.202.60,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/37.0.899.0 Safari/534.1","Chácara de Melo, 92
Solimoes
78412-287 Viana de Lopes / AC","VISA 16 digit
Heitor Carvalho
4287803656623595 08/29
CVC: 340
",05/25
Beatriz Cardoso,892.173.605-03,mourajoao-pedro@azevedo.br,2021-01-02T21:57:48,web-43.nascimento.br,81.90.160.7,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/30.0.856.0 Safari/531.0","Esplanada Francisco Moraes, 248
Madre Gertrudes
36137812 da Luz / PR","Discover
Davi Lucca Moreira
6011972016989547 05/30
CVC: 777
",12/23
Sabrina Sales,598.103.462-98,igorlima@yahoo.com.br,2021-06-27T11:38:17,lt-06.rezende.com,220.161.50.248,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/36.0.896.0 Safari/531.0","Via Cardoso
Grajaú
98404-418 Cavalcanti do Oeste / RJ","JCB 16 digit
Raquel Aragão
3515660279371580 01/31
CVC: 089
",10/22
Sr. Luiz Fernando Pires,078.542.163-71,pietrasantos@hotmail.com,2021-04-07T07:31:24,laptop-54.da.com,82.84.170.193,"Mozilla/5.0 (Windows CE) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.841.0 Safari/533.1","Aeroporto Maria Cecília Cavalcanti, 98
Vila Independencia 1ª Seção
39549448 Vieira de Martins / CE","Mastercard
Luiza Caldeira
5144984467586401 02/29
CVV: 348
",12/30
Rebeca Alves,069.821.734-96,luna05@hotmail.com,2021-08-14T10:01:25,srv-24.alves.com,58.144.107.138,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/57.0.837.0 Safari/535.2","Viela Heitor Porto, 590
Vila Esplanada
74012165 Farias da Prata / PB","VISA 16 digit
Daniel da Cruz
4392890424046292 11/22
CVC: 159
",10/28
Daniel Jesus,316.728.594-09,maite78@yahoo.com.br,2021-03-20T08:24:15,srv-71.silveira.net,165.135.124.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/30.0.842.0 Mobile/80S611 Safari/534.1","Vereda Nascimento, 88
Alto Vera Cruz
71834042 da Mota / ES","Discover
Kaique das Neves
6510843520067318 07/29
CVC: 422
",09/21
